IDNO | PAYMENT_NO | RefReceiptNO | R_DATE | R_MONEY | R_BANK | R_PRNDATE | PayType
110-14024 | 99 | 07R0420175 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-14025 | 99 | 07R0506008 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-14026 | 99 | 07R0514160 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-14027 | 99 | 07R0514161 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-14028 | 99 | 07R0529152 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-14029 | 99 | 07R0608160 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-14030 | 99 | 07R0605202 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-14031 | 99 | 07R0605203 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-14032 | 99 | 07R0601242 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-14033 | 99 | 07R0619181 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-14034 | 99 | 07R0626159 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-14035 | 99 | 07R0709105 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-14036 | 99 | 07R0703183 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-14037 | 99 | 07R0630099 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-14038 | 99 | 07R0714074 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-14039 | 99 | 07R0726141 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-14040 | 99 | 07R0806100 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-14041 | 99 | 07R0820035 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-14042 | 99 | 07R0823067 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-14043 | 99 | 07R0813014 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-14044 | 99 | 07R0812004 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-14045 | 99 | 07R0825093 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-14046 | 99 | 07R0828163 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-14047 | 99 | 07R0919007 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-14048 | 99 | 07R0911162 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-14049 | 99 | 07R0915074 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-14050 | 99 | 07R0928162 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-14051 | 99 | 07R1002192 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-14052 | 99 | 07R1002193 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-14053 | 99 | 07R1009110 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-14054 | 99 | 07R1009111 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-14055 | 99 | 07R1009112 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-14056 | 99 | 07R1013088 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-14057 | 99 | 07R1013089 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-14058 | 99 | 07R1022113 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-14059 | 99 | 07R1021013 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-14060 | 99 | 07R1030154 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-14061 | 99 | 07R1030155 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-14062 | 99 | 07R1026179 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-14063 | 99 | 07R1105216 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-14064 | 99 | 07R1030159 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-14065 | 99 | 07R1119099 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-14066 | 99 | 07R1120188 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-14067 | 99 | 07R1128118 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-14068 | 99 | 07R1225066 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-14069 | 99 | 07R1229016 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-22007 | 39 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-22015 | 38 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-22017 | 27 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-22017 | 28 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-22026 | 6 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-22027 | 99 | 07R0430288 | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-22030 | 11 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-22030 | 12 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-22035 | 16 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-22047 | 41 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-22062 | 43 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-22062 | 44 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-22063 | 44 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-22064 | 23 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-22064 | 24 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-22064 | 25 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-22068 | 10 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-22068 | 11 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-22068 | 12 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
110-22068 | 9 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01001 | 36 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01004 | 23 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01004 | 24 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01004 | 25 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01004 | 26 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01005 | 37 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01005 | 38 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01013 | 40 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01013 | 41 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01015 | 20 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01015 | 21 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01015 | 22 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01015 | 23 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01015 | 24 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01015 | 25 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01019 | 20 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01019 | 21 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01019 | 22 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01019 | 23 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01019 | 24 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01019 | 25 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01029 | 40 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01029 | 41 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01033 | 13 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01036 | 36 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01036 | 37 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01041 | 40 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01041 | 41 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01045 | 26 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01046 | 41 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01051 | 41 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01052 | 29 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01052 | 30 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01052 | 31 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01053 | 19 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01054 | 40 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01056 | 21 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01059 | 21 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01059 | 22 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01064 | 40 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01069 | 41 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01073 | 28 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01074 | 18 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01074 | 19 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01075 | 18 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01075 | 19 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01076 | 40 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01085 | 1 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01088 | 40 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01091 | 39 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01091 | 40 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01092 | 40 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01092 | 41 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01094 | 14 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01094 | 15 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01094 | 16 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01097 | 36 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01100 | 25 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01100 | 26 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01100 | 27 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01102 | 40 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01103 | 12 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01105 | 38 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-01105 | 39 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02001 | 25 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02004 | 40 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02008 | 10 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02008 | 11 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02009 | 38 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02010 | 39 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02010 | 40 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02018 | 40 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02020 | 38 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02028 | 40 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02030 | 10 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02030 | 11 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02030 | 9 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02033 | 12 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02033 | 13 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02034 | 39 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02034 | 40 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02038 | 39 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02038 | 40 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02042 | 20 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02042 | 21 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02042 | 22 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02042 | 23 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02042 | 24 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02042 | 25 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02044 | 39 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02044 | 40 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02051 | 29 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02054 | 39 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02057 | 1 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02057 | 2 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02057 | 3 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02057 | 4 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02057 | 5 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02057 | 6 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02062 | 40 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02063 | 13 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02063 | 14 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02065 | 29 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02065 | 30 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02070 | 39 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02071 | 7 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02073 | 39 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02080 | 15 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02080 | 16 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02081 | 39 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02082 | 39 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02084 | 6 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02087 | 26 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02089 | 39 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02090 | 6 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02090 | 7 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02090 | 8 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02095 | 38 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02095 | 39 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02098 | 39 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02100 | 10 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02101 | 35 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02101 | 36 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02102 | 5 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02102 | 6 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
111-02103 | 39 | Invalid_RefReceiptNO | 1900/01/01 | Invalid_R_MONEY | Invalid_R_BANK | 1900/01/01 | Invalid_PayType
